endTime,artistName,trackName,msPlayed
2020-02-04 17:34,Super Flu,mygut - Solomun Remix,212772
2020-02-04 17:41,NTO,Trauma - Worakls Remix,401821
2020-02-04 17:42,Worakls,Bleu,82963
2020-02-05 07:57,Presseschau - Deutschlandfunk,"Presseschau vom 05.02.2020, 07:05 Uhr",188442
2020-02-05 10:29,Reinier Zonneveld,Eating Concrete,36187
2020-02-05 10:30,Reinier Zonneveld,Resurrection - Reinier Zonneveld 2020 Remix,80628
2020-02-05 10:34,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-05 10:42,Marek Hemmann,Bali,270406
2020-02-05 10:46,Neelix,Waterfall,219130
2020-02-05 10:54,Phaxe,Angels of Destruction - Neelix Remix,478260
2020-02-05 11:06,Neelix,You,115702
2020-02-05 11:50,Neelix,You,4441
2020-02-05 11:50,Phaxe,Angels of Destruction - Neelix Remix,342
2020-02-05 11:54,Neelix,Waterfall,219130
2020-02-05 12:02,Phaxe,Angels of Destruction - Neelix Remix,478260
2020-02-05 12:06,Neelix,You,272608
2020-02-05 12:23,Neelix,Makeup (feat. Caroline Harrison),410176
2020-02-05 12:49,Gemischtes Hack,#66 WIR HABEN DIE SHISHA ERFUNDEN,908567
2020-02-05 12:52,Paul Kalkbrenner,Feed Your Head - Radio Edit,209466
2020-02-05 12:52,Marek Hemmann,Bali,0
2020-02-05 12:56,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-05 12:57,Marek Hemmann,Bali,94528
2020-02-05 12:58,Paul Kalkbrenner,Feed Your Head - Radio Edit,25542
2020-02-05 12:58,Neelix,Waterfall,8
2020-02-05 12:58,Marek Hemmann,Bali,0
2020-02-05 13:04,Phaxe,Angels of Destruction - Neelix Remix,386669
2020-02-05 13:07,Neelix,You,202087
2020-02-05 14:57,Neelix,You,274337
2020-02-05 15:00,Neelix,Makeup (feat. Caroline Harrison),200729
2020-02-05 15:05,Das Wichtigste heute Morgen - Deutschlandfunk,Das Wichtigste heute Morgen,271621
2020-02-05 15:29,Gemischtes Hack,#66 WIR HABEN DIE SHISHA ERFUNDEN,1417154
2020-02-05 15:32,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-05 15:46,Marek Hemmann,Bali,51804
2020-02-05 19:11,Marek Hemmann,Bali,3034
2020-02-05 19:15,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-05 19:19,Neelix,Waterfall,5328
2020-02-05 19:19,Marek Hemmann,Bali,1066
2020-02-05 19:19,Marek Hemmann,Bali,270406
2020-02-05 19:23,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-05 19:23,Marek Hemmann,Bali,34070
2020-02-05 21:51,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-05 21:55,Neelix,Waterfall,12780
2020-02-05 21:55,Worakls,Bleu,0
2020-02-05 21:55,Marek Hemmann,Bali,270406
2020-02-05 22:03,Worakls,Bleu,466224
2020-02-05 22:10,NTO,The Morning After,408595
2020-02-05 22:17,NTO,La clé des champs,416000
2020-02-05 22:24,NTO,Alter Ego,444878
2020-02-05 22:32,Joachim Pastor,Reykjavik,456762
2020-02-05 22:39,Joachim Pastor,Millenium,421935
2020-02-05 22:45,Sasha,View 2 - Colin Benders Remix,389983
2020-02-05 22:51,10dens,Scila,337674
2020-02-05 23:01,10dens,Scila,80780
2020-02-05 23:05,Fest & Flauschig,Auf die Hand - KW 06/2020,239001
2020-02-05 23:08,Gemischtes Hack,#66 WIR HABEN DIE SHISHA ERFUNDEN,188248
2020-02-05 23:46,Fest & Flauschig,Auf die Hand - KW 06/2020,1482701
2020-02-06 08:44,Das Wichtigste heute Morgen - Deutschlandfunk,Das Wichtigste heute Morgen,294765
2020-02-06 08:52,Presseschau - Deutschlandfunk,"Presseschau vom 06.02.2020, 07:04 Uhr",493907
2020-02-06 08:56,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-06 08:59,Marek Hemmann,Bali,178026
2020-02-06 09:02,Neelix,You,170284
2020-02-06 09:06,Neelix,Makeup (feat. Caroline Harrison),233992
2020-02-06 12:53,Neelix,Makeup (feat. Caroline Harrison),152034
2020-02-06 12:57,Fest & Flauschig,Auf die Hand - KW 06/2020,259440
2020-02-06 13:02,Gemischtes Hack,#66 WIR HABEN DIE SHISHA ERFUNDEN,308715
2020-02-06 13:04,Presseschau - Deutschlandfunk,"Presseschau vom 05.02.2020, 07:05 Uhr",114832
2020-02-06 13:05,Presseschau - Deutschlandfunk,"Presseschau vom 06.02.2020, 07:04 Uhr",28047
2020-02-06 13:29,Gemischtes Hack,#67 EHRE,1436340
2020-02-06 13:32,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-06 13:36,Marek Hemmann,Bali,223008
2020-02-06 14:25,Marek Hemmann,Bali,47399
2020-02-06 14:28,Neelix,Waterfall,219130
2020-02-06 14:36,Phaxe,Angels of Destruction - Neelix Remix,478260
2020-02-06 14:41,Neelix,You,272608
2020-02-06 14:43,Neelix,1000 Sterne,0
2020-02-06 14:43,Neelix,Makeup (feat. Caroline Harrison),42084
2020-02-06 14:43,Neelix,Makeup (feat. Caroline Harrison),116193
2020-02-06 14:44,Kollektiv Turmstrasse,Last Day - David August Revision,8011
2020-02-06 14:47,Neelix,1000 Sterne,227241
2020-02-06 14:53,Samra,Wieder Lila,188057
2020-02-06 14:55,Samra,Cataleya,171681
2020-02-06 14:59,Marteria,Chardonnay & Purple Haze,237683
2020-02-06 15:03,Trettmann,Knöcheltief,207519
2020-02-06 15:06,Haftbefehl,069,222767
2020-02-06 15:10,KitschKrieg,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",195290
2020-02-06 15:12,Trettmann,Knöcheltief,0
2020-02-06 15:12,Samra,Wieder Lila,4970
2020-02-06 15:12,Samra,Cataleya,0
2020-02-06 15:12,Marteria,Chardonnay & Purple Haze,690
2020-02-06 15:16,Haftbefehl,069,222767
2020-02-06 15:19,KitschKrieg,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",195290
2020-02-07 06:56,Samra,Wieder Lila,188057
2020-02-07 06:59,Samra,Cataleya,171681
2020-02-07 07:01,Marteria,Chardonnay & Purple Haze,138250
2020-02-07 07:06,Presseschau - Deutschlandfunk,"Presseschau vom 07.02.2020, 05:34 Uhr",303733
2020-02-07 07:08,Presseschau - Deutschlandfunk,"Presseschau vom 07.02.2020, 07:05 Uhr",114206
2020-02-07 07:22,Gemischtes Hack,#67 EHRE,766645
2020-02-07 07:25,Paul Kalkbrenner,Feed Your Head - Radio Edit,189863
2020-02-07 09:47,Marek Hemmann,Bali,1266
2020-02-07 09:50,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-07 09:53,Marek Hemmann,Bali,164146
2020-02-07 10:26,Gemischtes Hack,#67 EHRE,1996417
2020-02-07 11:18,Reinier Zonneveld,Resurrection - Reinier Zonneveld 2020 Remix,285801
2020-02-07 11:21,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-07 11:26,Marek Hemmann,Bali,270406
2020-02-07 11:29,Neelix,Waterfall,219130
2020-02-07 11:37,Phaxe,Angels of Destruction - Neelix Remix,478260
2020-02-07 11:42,Neelix,You,272608
2020-02-07 11:51,Neelix,Makeup (feat. Caroline Harrison),516253
2020-02-07 11:54,Neelix,1000 Sterne,227241
2020-02-07 11:55,NTO,La clé des champs,24528
2020-02-07 12:00,Das Wichtigste heute Morgen - Deutschlandfunk,Das Wichtigste heute Morgen,290638
2020-02-07 15:56,Gemischtes Hack,#68 KONTERFEI,1817
2020-02-07 16:04,Gemischtes Hack,#67 EHRE,507322
2020-02-07 16:04,Gemischtes Hack,#69 KENNST DOCH DIE BRÜDER,1815
2020-02-07 16:04,Gemischtes Hack,#68 KONTERFEI,408
2020-02-07 16:17,Gemischtes Hack,#68 KONTERFEI,703905
2020-02-07 16:21,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-07 16:24,Marek Hemmann,Bali,179696
2020-02-07 16:45,Gemischtes Hack,#68 KONTERFEI,1177433
2020-02-08 01:25,Fat Freddy's Drop,10 Feet Tall,1040
2020-02-08 01:25,Fat Freddy's Drop,10 Feet Tall,1690
2020-02-08 01:25,Fat Freddy's Drop,Slings & Arrows,1278
2020-02-08 01:25,Fat Freddy's Drop,Blackbird,10045
2020-02-08 01:25,Fat Freddy's Drop,Ernie,2050
2020-02-08 01:25,Fat Freddy's Drop,Shiverman,7626
2020-02-08 01:26,Fat Freddy's Drop,Wheels,11408
2020-02-08 11:28,Fat Freddy's Drop,Wheels,4425
2020-02-08 11:37,Fat Freddy's Drop,Blackbird,567458
2020-02-08 11:42,Fat Freddy's Drop,Slings & Arrows,273997
2020-02-08 11:49,Fat Freddy's Drop,Ernie,437200
2020-02-08 12:00,Fat Freddy's Drop,Shiverman,634373
2020-02-08 12:05,Fat Freddy's Drop,10 Feet Tall,325509
2020-02-08 12:11,Fat Freddy's Drop,Wheels,375059
2020-02-08 12:23,Fat Freddy's Drop,Blackbird,567458
2020-02-08 12:27,Fat Freddy's Drop,Slings & Arrows,273997
2020-02-08 12:37,Fat Freddy's Drop,Ernie,437200
2020-02-08 12:41,Fat Freddy's Drop,Shiverman,223575
2020-02-08 12:44,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-08 12:49,Marek Hemmann,Bali,270406
2020-02-08 12:52,Neelix,Waterfall,219130
2020-02-08 13:00,Phaxe,Angels of Destruction - Neelix Remix,478260
2020-02-08 13:05,Neelix,You,272608
2020-02-08 13:13,Neelix,Makeup (feat. Caroline Harrison),516253
2020-02-08 13:17,Neelix,1000 Sterne,227241
2020-02-08 14:08,Reinier Zonneveld,Resurrection - Reinier Zonneveld 2020 Remix,285801
2020-02-08 14:13,Samra,Cataleya,171681
2020-02-08 14:17,Marteria,Chardonnay & Purple Haze,237683
2020-02-08 14:20,Trettmann,Knöcheltief,207519
2020-02-08 14:21,Haftbefehl,069,48868
2020-02-08 14:32,Worakls,Salzburg,436150
2020-02-08 14:51,NTO,Trauma - Worakls Remix,89658
2020-02-08 15:07,Worakls,Bleu,19616
2020-02-08 15:20,Gemischtes Hack,#68 KONTERFEI,779050
2020-02-08 15:24,Paul Kalkbrenner,Feed Your Head - Radio Edit,210466
2020-02-08 15:24,Marek Hemmann,Bali,1377
2020-02-08 15:28,Neelix,Waterfall,219130
2020-02-08 15:29,Phaxe,Angels of Destruction - Neelix Remix,109650
2020-02-08 15:34,Neelix,You,272608
2020-02-08 15:37,Neelix,Makeup (feat. Caroline Harrison),200037
2020-02-08 16:39,Gemischtes Hack,#68 KONTERFEI,1080201
2020-02-08 17:25,Gemischtes Hack,#68 KONTERFEI,2031844
2020-02-08 17:28,Gentleman,Superior,229706
2020-02-08 17:30,Eddie Vedder,No Ceiling,94053
2020-02-08 17:34,Gorillaz,Kids with Guns,225773
2020-02-08 17:39,Stick Figure,Choice Is Yours (with Slightly Stoopid),305493
2020-02-08 17:42,Stick Figure,Smokin' Love (with Collie Buddz),214206
2020-02-08 17:47,Moby,Wait For Me,253546
2020-02-08 17:52,Johnossi,For A Little While,303520
2020-02-08 17:57,Supersci,On The Grind (Original Version) - Instrumental,302595
2020-02-08 18:00,alt-J,Breezeblocks,227080
2020-02-08 18:06,alt-J,Taro,314986
2020-02-08 18:09,alt-J,Fitzpleasure,219400
2020-02-08 18:13,Milky Chance,The Game,213280
2020-02-08 18:17,Milky Chance,Down By The River,241052
2020-02-08 18:22,Milky Chance,Stolen Dance,313684
2020-02-08 18:26,Milky Chance,Blossom,254586
2020-02-08 18:28,NTO,La clé des champs,10865
2020-02-08 18:44,Fat Freddy's Drop,Blackbird,129567
2020-02-08 23:30,Gemischtes Hack,#69 KENNST DOCH DIE BRÜDER,1153740
2020-02-09 09:28,Dub Pistols,Running from the Thoughts,250320
2020-02-09 09:31,Gorillaz,Kids with Guns,225773
2020-02-09 09:44,Manu Chao,Panik Panik,6433
2020-02-09 14:38,Gemischtes Hack,#69 KENNST DOCH DIE BRÜDER,2340185
2020-02-09 16:51,Patrice,Soulstorm,234840
2020-02-09 16:54,Jack Johnson,"Sitting, Waiting, Wishing",188306
2020-02-09 16:57,Patrice,Cry Cry Cry,225600
2020-02-09 17:01,Jack Johnson,Good People,208506
2020-02-09 17:04,Jack Johnson,Banana Pancakes,191906
2020-02-09 17:05,Eddie Vedder,Long Nights,78068
2020-02-09 17:09,Patrice,Another One,200266
2020-02-09 17:14,Cypress Hill,K.U.S.H.,297633
2020-02-09 17:17,Jack Johnson,Upside Down,209546
2020-02-09 17:21,Jack Johnson,Better Together,207680
2020-02-09 17:24,Bob Marley & The Wailers,Could You Be Loved,237000
2020-02-09 17:28,Patrice,Clouds,192400
2020-02-09 17:32,Moby,Wait For Me,253546
2020-02-09 17:35,alt-J,Fitzpleasure,219400
2020-02-09 17:40,Stick Figure,Choice Is Yours (with Slightly Stoopid),305493
2020-02-09 17:42,Eddie Vedder,No Ceiling,94053
2020-02-09 17:47,Johnossi,For A Little While,303520
2020-02-09 17:51,Milky Chance,Blossom,254586
2020-02-09 17:56,Supersci,On The Grind (Original Version) - Instrumental,302595
2020-02-09 18:00,Stick Figure,Smokin' Love (with Collie Buddz),214206
2020-02-09 18:04,Gentleman,Superior,229706
2020-02-09 18:10,Milky Chance,Stolen Dance,313684
2020-02-09 18:15,alt-J,Taro,308764
2020-02-09 18:19,alt-J,Breezeblocks,227080
2020-02-09 18:22,Milky Chance,The Game,213280
2020-02-09 18:26,Gorillaz,Kids with Guns,225773
2020-02-09 18:30,Milky Chance,Down By The River,241052
2020-02-09 18:35,Bob Marley & The Wailers,Sun Is Shining,298506
2020-02-09 18:40,Patrice,Soulstorm,234840
2020-02-09 18:43,Jack Johnson,"Sitting, Waiting, Wishing",188306
2020-02-09 18:47,Patrice,Cry Cry Cry,225600
2020-02-09 18:50,Jack Johnson,Good People,208506
2020-02-09 18:53,Jack Johnson,Banana Pancakes,191906
2020-02-09 18:53,Eddie Vedder,Long Nights,4768
2020-02-09 18:57,Patrice,Another One,200266
2020-02-09 19:02,Cypress Hill,K.U.S.H.,297633
2020-02-09 19:05,Jack Johnson,Upside Down,209546
2020-02-09 19:09,Bob Marley & The Wailers,Could You Be Loved,53832
2020-02-09 19:09,Jack Johnson,Better Together,207680
2020-02-09 19:19,Fat Freddy's Drop,Blackbird,567458
2020-02-09 19:23,Fat Freddy's Drop,Slings & Arrows,273997
2020-02-09 19:31,Fat Freddy's Drop,Ernie,437200
2020-02-09 19:55,Fat Freddy's Drop,Shiverman,370324
2020-02-09 20:05,Fat Freddy's Drop,Blackbird,567458
2020-02-09 20:09,Fat Freddy's Drop,Slings & Arrows,273997
2020-02-09 20:16,Fat Freddy's Drop,Ernie,437200
2020-02-09 20:27,Fat Freddy's Drop,Shiverman,634373
2020-02-09 20:32,Fat Freddy's Drop,10 Feet Tall,325509
2020-02-09 20:33,Fat Freddy's Drop,Wheels,58611
2020-02-09 20:43,Fat Freddy's Drop,Blackbird,567458
2020-02-09 20:47,Fat Freddy's Drop,Slings & Arrows,273997
2020-02-09 20:55,Fat Freddy's Drop,Ernie,437200
2020-02-09 21:05,Fat Freddy's Drop,Shiverman,634373
2020-02-09 21:11,Fat Freddy's Drop,10 Feet Tall,325509
2020-02-09 21:17,Fat Freddy's Drop,Wheels,375059
2020-02-09 21:20,Johnossi,For A Little While,2183
2020-02-09 21:24,Gentleman,Superior,229706
2020-02-09 21:27,Milky Chance,The Game,213280
2020-02-09 21:31,Stick Figure,Smokin' Love (with Collie Buddz),214206
2020-02-09 21:36,Milky Chance,Stolen Dance,313684
2020-02-09 21:40,alt-J,Fitzpleasure,219400
2020-02-09 21:44,Milky Chance,Blossom,254586
2020-02-09 21:47,Patrice,Clouds,192400
2020-02-09 21:51,Milky Chance,Down By The River,241052
2020-02-09 21:52,Eddie Vedder,No Ceiling,94053
2020-02-09 21:57,Bob Marley & The Wailers,Sun Is Shining,298506
2020-02-09 22:03,alt-J,Taro,314986
2020-02-09 22:06,Jack Johnson,Upside Down,209546
2020-02-09 22:11,Stick Figure,Choice Is Yours (with Slightly Stoopid),305493
2020-02-09 22:15,Moby,Wait For Me,253546
2020-02-09 22:20,Supersci,On The Grind (Original Version) - Instrumental,302595
2020-02-09 22:24,Gorillaz,Kids with Guns,225773
2020-02-09 22:28,alt-J,Breezeblocks,227080
2020-02-09 22:31,Jack Johnson,Good People,208506
2020-02-09 22:35,Patrice,Soulstorm,234840
2020-02-09 22:38,Eddie Vedder,Long Nights,151773
2020-02-09 22:41,Jack Johnson,"Sitting, Waiting, Wishing",188306
2020-02-09 22:45,Bob Marley & The Wailers,Could You Be Loved,237000
2020-02-09 22:48,Patrice,Another One,200266
2020-02-09 22:52,Patrice,Cry Cry Cry,225600
2020-02-09 22:55,Jack Johnson,Better Together,207680
2020-02-09 23:00,Cypress Hill,K.U.S.H.,297633
2020-02-09 23:03,Jack Johnson,Banana Pancakes,191906
2020-02-09 23:05,Johnossi,For A Little While,1870
2020-02-09 23:12,Gentleman,Superior,229706
2020-02-09 23:16,Milky Chance,The Game,213280
2020-02-09 23:19,Stick Figure,Smokin' Love (with Collie Buddz),214206
2020-02-09 23:24,Milky Chance,Stolen Dance,313684
2020-02-09 23:25,alt-J,Fitzpleasure,46873
2020-02-09 23:29,Rainbow Kitten Surprise,Cocaine Jesus,229666
2020-02-10 09:41,Outkast,Hey Ya! - Radio Mix,4501
2020-02-10 09:45,Sebastian Sturm,Be Righteous,270893
2020-02-10 09:49,Manu Chao,Me Gustas Tu,239986
2020-02-10 09:51,Smashproof,Brother,1825
2020-02-10 09:51,Smashproof,Brother,64112
2020-02-10 09:51,DJ Adlib,Streets,4705
2020-02-10 09:55,DJ Adlib,Streets,251506
2020-02-10 09:57,Dexter,The Future,137533
2020-02-10 10:01,Sérgio Mendes,Mas Que Nada - Radio Edit,213293
2020-02-10 10:05,Mattafix,Gangster Blues,259226
2020-02-10 10:44,Shwayze,Buzzin',152994
2020-02-10 15:51,Mattafix,Gangster Blues,1062
2020-02-10 15:51,Sérgio Mendes,Mas Que Nada - Radio Edit,1823
2020-02-10 15:51,Shwayze,Buzzin',13613
2020-02-10 15:51,DJ Adlib,Streets,1043
2020-02-10 15:51,Dexter,The Future,1498
2020-02-10 15:52,Mattafix,Gangster Blues,3181
2020-02-10 15:52,My Morning Jacket,"Touch Me I'm Going To Scream, Pt. 2",0
2020-02-10 15:52,Sérgio Mendes,Mas Que Nada - Radio Edit,1003
2020-02-10 15:52,Shwayze,Buzzin',0
2020-02-10 15:52,Manu Chao,Me Gustas Tu,0
2020-02-10 15:52,Manu Chao,Me Gustas Tu,677
2020-02-10 15:52,alt-J,Taro,1017
2020-02-10 15:52,311,Amber,15034
2020-02-10 15:52,Sebastian Sturm,Be Righteous,7105
2020-02-10 15:52,Smashproof,Brother,80
2020-02-10 15:52,Smashproof,Brother,1075
2020-02-10 15:52,DJ Adlib,Streets,9400
2020-02-10 15:52,DJ Adlib,Streets,390
2020-02-10 15:52,Dexter,The Future,2285
2020-02-10 15:52,Dexter,The Future,14292
2020-02-10 15:53,Dexter,Rainbow Flight,3361
2020-02-10 15:53,Quantic,Mi Swing Es Tropical,1780
2020-02-10 15:53,Cary Brothers,Ride,4682
2020-02-10 15:53,The Decemberists,Here I Dreamt I Was an Architect,2728
2020-02-10 15:53,Death Cab for Cutie,Soul Meets Body,3266
2020-02-10 15:53,Dexter,Dexy Lovecraft,35431
2020-02-10 15:53,Stick Figure,Smokin' Love (with Collie Buddz),1650
2020-02-10 15:53,Staind,It's Been Awhile,2776
2020-02-10 15:53,Dexter,Summerdays (Drop Out),7307
2020-02-10 15:53,Stick Figure,Choice Is Yours (with Slightly Stoopid),1212
2020-02-10 15:53,Young Love,Close Your Eyes,2374
2020-02-10 15:54,R.E.M.,The Great Beyond,2118
2020-02-10 15:54,R.E.M.,The Great Beyond,4510
2020-02-10 15:54,Moderat,Running,2086
2020-02-10 15:54,Johnossi,For A Little While,1868
2020-02-10 15:54,Gorillaz,Welcome to the World of the Plastic Beach (feat. Snoop Dogg and Hypnotic Brass Ensemble),5296
2020-02-10 15:54,Collie Buddz,"Wake & Bake (feat. IAMSU!, Berner)",5705
2020-02-10 15:54,Major Lazer,Be Together (feat. Wild Belle),4285
2020-02-10 15:54,Moby,Mistake - Radio Edit,3674
2020-02-10 15:54,Ween,Buenas Tardes Amigo,3064
2020-02-10 15:54,Ween,Buenas Tardes Amigo,2547
2020-02-10 15:54,Moby,Wait For Me,2406
2020-02-10 15:54,Mani Deïz,Rendez-vous,6716
2020-02-10 15:55,Supersci,On The Grind (Original Version) - Instrumental,1407
2020-02-10 15:55,Jack Johnson,Upside Down,1380
2020-02-10 15:55,Macaco,Hacen falta dos,2771
2020-02-10 15:55,Macaco,Hacen falta dos,914
2020-02-10 15:55,Ital Tek,Redeemer,2635
2020-02-10 15:55,311,I'll Be Here Awhile,15021
2020-02-10 15:55,Caesars,Jerk It Out,3952
2020-02-10 15:55,Calexico,Service Repair - Re-Release,9403
2020-02-10 15:55,Caesars,Only You,1792
2020-02-10 15:55,Caesars,Only You,11211
2020-02-10 15:55,Supa Bwe,Breakfast & Chill (feat. Mick Jenkins),0
2020-02-10 15:55,Lil Peep,Falling Down - Bonus Track,1478
2020-02-10 15:55,Lil Peep,Falling Down - Bonus Track,2214
2020-02-10 15:56,Susumu Yokota,KODOMOTACHI,7554
2020-02-10 15:56,The Dandy Warhols,Heavenly,630
2020-02-10 15:56,Supa Bwe,Breakfast & Chill (feat. Mick Jenkins),5301
2020-02-10 15:56,The Dandy Warhols,Mohammed,9120
2020-02-10 15:56,Afu-Ra,Whirlwind Thru Cities,3970
2020-02-10 15:56,The Dandy Warhols,The Last High,1817
2020-02-10 15:56,Dexter,The Future,178
2020-02-10 15:57,Dexter,The Future,83131
2020-02-10 16:00,DJ Adlib,Streets,162815
2020-02-10 16:01,Sebastian Sturm,Be Righteous,81447
2020-02-10 16:27,Gemischtes Hack,#69 KENNST DOCH DIE BRÜDER,1533054
2020-02-10 16:28,Presseschau - Deutschlandfunk,"Presseschau vom 05.02.2020, 07:05 Uhr",24248
2020-02-10 16:29,Gemischtes Hack,#70 SCHÄMT EUCH!,76784
2020-02-10 16:33,Dexter,The Future,3411
2020-02-10 16:37,Sebastian Sturm,Be Righteous,270893
2020-02-10 16:41,Jack Johnson,Good People,1330
2020-02-10 16:41,Bob Marley & The Wailers,Sun Is Shining,911
2020-02-10 16:41,Calexico,Service Repair - Re-Release,242733
2020-02-10 16:45,Patrice,Cry Cry Cry,225600
2020-02-10 16:50,Cypress Hill,K.U.S.H.,297633
2020-02-10 16:55,Jack Johnson,Upside Down,209546
2020-02-10 16:57,Eddie Vedder,Long Nights,151773
2020-02-10 17:01,Patrice,Soulstorm,234840
2020-02-10 17:05,Jack Johnson,Better Together,207680
2020-02-10 17:08,Patrice,Clouds,192400
2020-02-10 17:11,Jack Johnson,"Sitting, Waiting, Wishing",188306
2020-02-10 17:15,Bob Marley & The Wailers,Could You Be Loved,237000
2020-02-10 17:18,Jack Johnson,Banana Pancakes,191906
2020-02-10 17:21,Patrice,Another One,200266
2020-02-10 17:25,Gentleman,Superior,229706
2020-02-10 17:27,Eddie Vedder,No Ceiling,94053
2020-02-10 17:30,Gorillaz,Kids with Guns,225773
2020-02-10 17:35,Stick Figure,Choice Is Yours (with Slightly Stoopid),305493
2020-02-10 17:39,Stick Figure,Smokin' Love (with Collie Buddz),214206
2020-02-10 17:43,Moby,Wait For Me,253546
2020-02-10 17:47,Johnossi,For A Little While,173787
2020-02-10 17:52,Supersci,On The Grind (Original Version) - Instrumental,302595
2020-02-10 17:55,alt-J,Breezeblocks,227080
2020-02-10 17:55,alt-J,Taro,3036
2020-02-10 17:56,alt-J,Fitzpleasure,10155
2020-02-10 17:59,Milky Chance,The Game,213280
2020-02-10 18:03,Milky Chance,Down By The River,241052
2020-02-10 18:08,Milky Chance,Stolen Dance,313684
2020-02-10 18:12,Milky Chance,Blossom,254586
2020-02-10 18:17,Shwayze,Buzzin',212280
2020-02-10 18:19,Dexter,The Future,137533
2020-02-10 18:20,DJ Adlib,Streets,44095
2020-02-10 18:24,Sebastian Sturm,Be Righteous,270893
2020-02-10 18:28,Calexico,Service Repair - Re-Release,242733
2020-02-10 18:29,Jack Johnson,Good People,895
2020-02-10 18:29,Patrice,Cry Cry Cry,1213
2020-02-10 18:29,Bob Marley & The Wailers,Sun Is Shining,1057
2020-02-10 18:34,Cypress Hill,K.U.S.H.,297633
2020-02-10 18:38,Jack Johnson,Upside Down,209546
2020-02-10 18:38,Eddie Vedder,Long Nights,8020
2020-02-10 18:38,Patrice,Soulstorm,1014
2020-02-10 18:42,Jack Johnson,Better Together,207680
2020-02-10 18:43,Jack Johnson,Banana Pancakes,872
2020-02-10 18:43,Patrice,Clouds,65850
2020-02-10 18:43,Jack Johnson,"Sitting, Waiting, Wishing",2329
2020-02-10 18:43,Bob Marley & The Wailers,Could You Be Loved,1859
2020-02-10 18:46,Patrice,Another One,200266
2020-02-10 18:50,Gentleman,Superior,196635
2020-02-10 18:53,Stick Figure,Smokin' Love (with Collie Buddz),214206
2020-02-10 18:57,Moby,Wait For Me,253546
2020-02-10 19:13,Johnossi,For A Little While,303520
2020-02-10 19:18,Supersci,On The Grind (Original Version) - Instrumental,302595
2020-02-10 19:21,alt-J,Breezeblocks,227080
2020-02-10 19:22,alt-J,Fitzpleasure,2113
2020-02-10 19:22,alt-J,Taro,17372
2020-02-10 19:25,Milky Chance,The Game,213280
2020-02-10 19:29,Milky Chance,Down By The River,241052
2020-02-10 19:35,Milky Chance,Stolen Dance,313684
2020-02-10 19:39,Milky Chance,Blossom,254586
2020-02-10 19:42,Shwayze,Buzzin',212280
2020-02-10 19:45,Dexter,The Future,137533
2020-02-10 19:49,DJ Adlib,Streets,251506
2020-02-10 19:53,Sebastian Sturm,Be Righteous,270893
2020-02-10 19:57,Calexico,Service Repair - Re-Release,242733
2020-02-10 20:05,NTO,La clé des champs,416000
2020-02-10 20:12,NTO,Alter Ego,444878
2020-02-10 20:20,Joachim Pastor,Reykjavik,456762
2020-02-10 20:27,Joachim Pastor,Millenium,421935
2020-02-10 20:28,Sasha,View 2 - Colin Benders Remix,94247
2020-02-10 20:34,Gemischtes Hack,#70 SCHÄMT EUCH!,342825
2020-02-10 21:18,Fest & Flauschig,Wirsing-Wickel für Thüringen,2481603
2020-02-10 22:08,Gemischtes Hack,#70 SCHÄMT EUCH!,2985874
2020-02-10 23:16,Gemischtes Hack,#70 SCHÄMT EUCH!,1459558
2020-02-10 23:16,Presseschau - Deutschlandfunk,"Presseschau vom 05.02.2020, 07:05 Uhr",10210
2020-02-10 23:46,Gemischtes Hack,#71 UNSERE WEIBER,1209275
2020-02-11 07:29,Gemischtes Hack,#72 PAUSE KURZ VOR ARSCH,14206
2020-02-11 07:29,Gemischtes Hack,#71 UNSERE WEIBER,11926
2020-02-11 07:38,Gemischtes Hack,#71 UNSERE WEIBER,461292
2020-02-11 07:48,Presseschau - Deutschlandfunk,"Presseschau vom 11.02.2020, 07:04 Uhr",596586
2020-02-11 08:11,Gemischtes Hack,#71 UNSERE WEIBER,1132046
2020-02-11 08:12,Gemischtes Hack,#69 KENNST DOCH DIE BRÜDER,48406
2020-02-11 08:40,Gemischtes Hack,#71 UNSERE WEIBER,1076572
2020-02-11 08:42,Dexter,The Future,137533
2020-02-11 08:46,DJ Adlib,Streets,251506
2020-02-11 08:51,Sebastian Sturm,Be Righteous,270893
2020-02-11 08:55,Calexico,Service Repair - Re-Release,242733
2020-02-11 08:55,Dellé,Power of Love,37769
