,Position,Track Name,Artist,Streams,URL,country
0,1,On The Ground,ROSÉ,702825,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ,MY
1,2,Gone,ROSÉ,647049,https://open.spotify.com/track/2dHoVW9AxJVSRebPRyV2aA,MY
2,3,Heartbreak Anniversary,Giveon,463617,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp,MY
3,4,Leave The Door Open,Bruno Mars,408027,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh,MY
4,5,drivers license,Olivia Rodrigo,358987,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS,MY
5,6,At My Worst,Pink Sweat$,308634,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH,MY
6,7,Hold On,Justin Bieber,246646,https://open.spotify.com/track/4u4NyuceXP7Uzh7XFJKCr1,MY
7,8,Save Your Tears,The Weeknd,231974,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g,MY
8,9,Love Is Gone - Acoustic,SLANDER,207196,https://open.spotify.com/track/7F1CiKqrY44kh5cDqwHOnx,MY
9,10,Arcade,Duncan Laurence,203757,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C,MY
10,11,Astronaut In The Ocean,Masked Wolf,195019,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh,MY
11,12,Life Goes On,BTS,192860,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD,MY
12,13,telepatía,Kali Uchis,187388,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,MY
13,14,Heather,Conan Gray,185376,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA,MY
14,15,you broke me first,Tate McRae,177647,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR,MY
15,16,Dynamite,BTS,168093,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc,MY
16,17,Good Days,SZA,158308,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A,MY
17,18,positions,Ariana Grande,157721,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0,MY
18,19,34+35,Ariana Grande,150143,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF,MY
19,20,Someone You Loved,Lewis Capaldi,146744,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,MY
20,21,Lonely (with benny blanco),Justin Bieber,145673,https://open.spotify.com/track/4y4spB9m0Q6026KfkAvy9Q,MY
21,22,Levitating (feat. DaBaby),Dua Lipa,141964,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF,MY
22,23,Gila,Kaka Azraff,138142,https://open.spotify.com/track/43qQhFkhKfHIB3I9gRXiJN,MY
23,24,Mungkin Hari Ini Esok Atau Nanti,Anneth,135807,https://open.spotify.com/track/7n5nvulc1oW1ErpeTrNezI,MY
24,25,Mimpi,Haqiem Rusli,132967,https://open.spotify.com/track/7ymW0G0fwclFDcik2TnUKP,MY
25,26,Streets,Doja Cat,132122,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf,MY
26,27,Sofia,Clairo,130003,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM,MY
27,28,Purnama,Naim Daniel,128736,https://open.spotify.com/track/6uwnCniz3o97vni5DCMXdT,MY
28,29,Lovesick Girls,BLACKPINK,126825,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C,MY
29,30,Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,125231,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU,MY
30,31,this is how you fall in love,Jeremy Zucker,122912,https://open.spotify.com/track/0742PcMPo2Akmo4vHC29VZ,MY
31,32,Before You Go,Lewis Capaldi,119035,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,MY
32,33,How You Like That,BLACKPINK,116703,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o,MY
33,34,We're Good,Dua Lipa,115691,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh,MY
34,35,Anyone,Justin Bieber,113269,https://open.spotify.com/track/31qCy5ZaophVA81wtlwLc4,MY
35,36,Grey,Why Don't We,111915,https://open.spotify.com/track/2J4DpqJCIuuM9WjtWHbjvd,MY
36,37,Teman,Iman Troye,111483,https://open.spotify.com/track/7GkU7gkhmocy1lVFSkoi95,MY
37,38,Celebrity,IU,111026,https://open.spotify.com/track/4RewTiGEGoO7FWNZUmp1f4,MY
38,39,Enjoy Enjaami,Dhee,110405,https://open.spotify.com/track/1baHxgYktT8eDdmtTozJF9,MY
39,40,Pulang,K-Clique,109370,https://open.spotify.com/track/4XIs2mOTfd5pzTw5zlCbJc,MY
40,41,Why Why Why,iKON,105975,https://open.spotify.com/track/0br4r9VlPdofrWXxPorlYd,MY
41,42,Stuck with U (with Justin Bieber),Ariana Grande,104138,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH,MY
42,43,Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,104033,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1,MY
43,44,Mood (feat. iann dior),24kGoldn,103449,https://open.spotify.com/track/3tjFYV6RSFtuktYl3ZtYcq,MY
44,45,Semalam,Aina Abdul,101987,https://open.spotify.com/track/40xKUqawGB6TCTMgKDAIiG,MY
45,46,Calling My Phone,Lil Tjay,101288,https://open.spotify.com/track/5Kskr9LcNYa0tpt5f0ZEJx,MY
46,47,Blinding Lights,The Weeknd,101216,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b,MY
47,48,Memories,Maroon 5,98652,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,MY
48,49,Be Kind (with Halsey),Marshmello,97351,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,MY
49,50,What’s Next,Drake,96495,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz,MY
50,51,Up,Cardi B,89884,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi,MY
51,52,Say You Won't Let Go,James Arthur,89567,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,MY
52,53,Copines,Aya Nakamura,88734,https://open.spotify.com/track/1Bhm5HNO1cq8olDbBmokyL,MY
53,54,Weak,Larissa Lambert,87680,https://open.spotify.com/track/07MW63ok3ptSKwaTWEN0o8,MY
54,55,Pretty Savage,BLACKPINK,87416,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr,MY
55,56,Tomboy,Destiny Rogers,86249,https://open.spotify.com/track/5Ti3fqGTfjUsSdylFNy0Ng,MY
56,57,willow,Taylor Swift,83274,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D,MY
57,58,WITHOUT YOU,The Kid LAROI,82478,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA,MY
58,59,Ice Cream (with Selena Gomez),BLACKPINK,82098,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz,MY
59,60,Boy With Luv (feat. Halsey),BTS,81379,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c,MY
60,61,If the World Was Ending - feat. Julia Michaels,JP Saxe,79452,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,MY
61,62,Gundah,Ernie Zakri,78698,https://open.spotify.com/track/72ZUblBPFcN7FILPbCtoR5,MY
62,63,Aku Bidadari Syurgamu,Dato' Sri Siti Nurhaliza,77461,https://open.spotify.com/track/3QmjcVOuzR1d0FWf7MzciM,MY
63,64,Therefore I Am,Billie Eilish,77446,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha,MY
64,65,It's You,Ali Gatie,76473,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,MY
65,66,Peluang Kedua,Nabila Razali,76222,https://open.spotify.com/track/5BcTDT2NuiOqSKOTiGgBWH,MY
66,67,Just the Way You Are,Bruno Mars,76144,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,MY
67,68,Mad at Disney,salem ilese,74645,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE,MY
68,69,comethru,Jeremy Zucker,73105,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,MY
69,70,Sakit,Zynakal,72673,https://open.spotify.com/track/2rAJy2WSlQOINaWi0kydkr,MY
70,71,Fallin’ (Adrenaline),Why Don't We,72218,https://open.spotify.com/track/6nfqlFOMiWthaOEa53uU0v,MY
71,72,Penat,Andi Bernadee,71977,https://open.spotify.com/track/4z5W8NLlyXD7tpZ3LbCRYD,MY
72,73,I CAN'T STOP ME,TWICE,71637,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH,MY
73,74,Lara,Hael Husaini,71465,https://open.spotify.com/track/3UQ8YTl0tr1cKxGXGiWwMs,MY
74,75,CIAO,Joe Flizzow,70782,https://open.spotify.com/track/19fRMLJnGAhrJ3IS5mvegr,MY
75,76,Maniac,Conan Gray,70374,https://open.spotify.com/track/6KfoDhO4XUWSbnyKjNp9c4,MY
76,77,lovely (with Khalid),Billie Eilish,70106,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,MY
77,78,Señorita,Shawn Mendes,69970,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,MY
78,79,Train Wreck,James Arthur,69868,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H,MY
79,80,Be Alright,Dean Lewis,68689,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,MY
80,81,Intentions (feat. Quavo),Justin Bieber,68510,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV,MY
81,82,Snowman,Sia,68105,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq,MY
82,83,I Like Me Better,Lauv,68097,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,MY
83,84,2002,Anne-Marie,67483,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,MY
84,85,Circles,Post Malone,66944,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,MY
85,86,Watermelon Sugar,Harry Styles,66881,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,MY
86,87,Without Me,Halsey,66593,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,MY
87,88,Talking to the Moon,Bruno Mars,65888,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU,MY
88,89,Overdrive,Conan Gray,65717,https://open.spotify.com/track/3QyoC6OvQUmpQwQZ18iaTs,MY
89,90,death bed (coffee for your head),Powfu,65351,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx,MY
90,91,Makna Cinta,Rizky Febian,65127,https://open.spotify.com/track/7B3zHfPqcLgV3DHcjQP2OM,MY
91,92,"10,000 Hours (with Justin Bieber)",Dan + Shay,64885,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,MY
92,93,Psycho,Red Velvet,64770,https://open.spotify.com/track/3CYH422oy1cZNoo0GTG1TK,MY
93,94,Skin,Sabrina Carpenter,64697,https://open.spotify.com/track/03B2SfXuvDh1m9F4tqrX07,MY
94,95,eight(Prod.&Feat. SUGA of BTS),IU,64279,https://open.spotify.com/track/0pYacDCZuRhcrwGUA5nTBe,MY
95,96,You Are The Reason,Calum Scott,64084,https://open.spotify.com/track/69vToJ9BMbbLlFZo7k7A7B,MY
96,97,"Beginning Middle End - From The Netflix Film ""To All The Boys: Always and Forever""",Leah Nobel,64073,https://open.spotify.com/track/2kFHjWko1il6O9L3eK9IzG,MY
97,98,Perfect,Ed Sheeran,63934,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,MY
98,99,Hadal Ahbek,Issam Alnajjar,63202,https://open.spotify.com/track/0UdZzUSOLhqIFCU7wHWkgp,MY
99,100,Afterglow,Ed Sheeran,61893,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq,MY
100,101,Like I Want You,Giveon,61681,https://open.spotify.com/track/6qBFSepqLCuh5tehehc1bd,MY
101,102,When I Was Your Man,Bruno Mars,61305,https://open.spotify.com/track/0B7wvvmu9EISAwZnOpjhNI,MY
102,103,Holy (feat. Chance The Rapper),Justin Bieber,61106,https://open.spotify.com/track/5u1n1kITHCxxp8twBcZxWy,MY
103,104,SugarCrash!,ElyOtto,61097,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX,MY
104,105,Dandelions,Ruth B.,61040,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV,MY
105,106,Love Story (Taylor’s Version),Taylor Swift,60799,https://open.spotify.com/track/3CeCwYWvdfXbZLXFhBrbnf,MY
106,107,Wonder,Shawn Mendes,60644,https://open.spotify.com/track/6ZuahEctZD6w75peme58hm,MY
107,108,飞鸟和蝉,Ren Ran,59867,https://open.spotify.com/track/0O7O4sssbFxoNoB4QRGra1,MY
108,109,Follow You,Imagine Dragons,59540,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2,MY
109,110,It Will Rain,Bruno Mars,58916,https://open.spotify.com/track/4rMNgxEwGWoPHIUcvB5BrB,MY
110,111,Blue & Grey,BTS,58898,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl,MY
111,112,Don't Start Now,Dua Lipa,58286,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62,MY
112,113,"Karma - From ""Takdir Yang Tertulis"" Soundtrack",Jaz,57650,https://open.spotify.com/track/13CWn4eOPl51TaoFG5o5qD,MY
113,114,Sweater Weather,The Neighbourhood,57320,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,MY
114,115,Kalau Kau Rindu,Luqman Podolski,57236,https://open.spotify.com/track/6t0YPIQHkaii69LEGmgVXi,MY
115,116,lie to me,Tate McRae,56961,https://open.spotify.com/track/4f9IfFvBFm7Gsf1IVEudyf,MY
116,117,刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲,Crowd Lu,56843,https://open.spotify.com/track/3OC84eKMxRJ4x0Hcwl9i4i,MY
117,118,Hurts So Good,Astrid S,56559,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4,MY
118,119,Dancing With Your Ghost,Sasha Sloan,56483,https://open.spotify.com/track/1TQXIltqoZ5XXyfCbAeSQQ,MY
119,120,Let Me Down Slowly,Alec Benjamin,56277,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,MY
120,121,Kaikai Kitan,Eve,56233,https://open.spotify.com/track/6y4GYuZszeXNOXuBFsJlos,MY
121,122,Jangan Khianati Aku,Azlan & The Typewriter,56111,https://open.spotify.com/track/1Vfhb9LNTcMCnyyOUe3p48,MY
122,123,Falling,Harry Styles,56050,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp,MY
123,124,Shallow,Lady Gaga,55992,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,MY
124,125,A Thousand Years,Christina Perri,55924,https://open.spotify.com/track/6lanRgr6wXibZr8KgzXxBl,MY
125,126,Baila Conmigo (with Rauw Alejandro),Selena Gomez,55872,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h,MY
126,127,SLOW DANCING IN THE DARK,Joji,55870,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d,MY
127,128,I.F.L.Y.,Bazzi,55599,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,MY
128,129,Kill This Love,BLACKPINK,55061,https://open.spotify.com/track/6hvczQ05jc1yGlp9zhb95V,MY
129,130,Too Good At Goodbyes,Sam Smith,54635,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,MY
130,131,白月光与朱砂痣,大籽,54608,https://open.spotify.com/track/74nVCj4vMVemLIs71vXcnP,MY
131,132,Best Part (feat. Daniel Caesar),H.E.R.,54344,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig,MY
132,133,Lose You To Love Me,Selena Gomez,54287,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,MY
133,134,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,54146,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,MY
134,135,Don't Call Me,SHINee,54070,https://open.spotify.com/track/462OPOKW0VMbvW9H7HIb0U,MY
135,136,Savage Love (Laxed - Siren Beat),Jawsh 685,54039,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c,MY
136,137,Goosebumps - Remix,Travis Scott,53932,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9,MY
137,138,Night Changes,One Direction,52953,https://open.spotify.com/track/5O2P9iiztwhomNh8xkR9lJ,MY
138,139,As If It's Your Last,BLACKPINK,52844,https://open.spotify.com/track/4ZxOuNHhpyOj4gv52MtQpT,MY
139,140,Vibez,ZAYN,52597,https://open.spotify.com/track/6T6D9CIrHkALcHPafDFA6L,MY
140,141,炎,LiSA,52200,https://open.spotify.com/track/0cSkn2l67csUljEy0EEBPn,MY
141,142,test drive,Ariana Grande,51894,https://open.spotify.com/track/3eZYOQO4UzKrUDYDghtnFw,MY
142,143,紅蓮華,LiSA,51551,https://open.spotify.com/track/0qMip0B2D4ePEjBJvAtYre,MY
143,144,Photograph,Ed Sheeran,51240,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,MY
144,145,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,51143,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK,MY
145,146,Best Friend (feat. Doja Cat),Saweetie,51137,https://open.spotify.com/track/2etHQJxIbV0soyPhelVs9Y,MY
146,147,SOLO,JENNIE,50533,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,MY
147,148,7 rings,Ariana Grande,50242,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,MY
148,149,Love To Hate Me,BLACKPINK,50151,https://open.spotify.com/track/7iKDsPfLT0d5mu2htfMKBZ,MY
149,150,Cinta Dalam Hati,Ungu,49996,https://open.spotify.com/track/4MaEMiH9lXR0NAcsrgJcuO,MY
150,151,ROCKSTAR (feat. Roddy Ricch),DaBaby,49936,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4,MY
151,152,夜に駆ける,YOASOBI,49824,https://open.spotify.com/track/6MCjmGYlw6mQVWRFVgBRvB,MY
152,153,You Never Know,BLACKPINK,49778,https://open.spotify.com/track/39kzWAiVPpycdMpr745oPj,MY
153,154,CRY FOR ME,TWICE,49604,https://open.spotify.com/track/0PoAZ7SLFpqpYR9LSCYAo8,MY
154,155,Terlanjur Cinta,Cakra Khan,49494,https://open.spotify.com/track/5U2d6kQ8go3Mz1mUNFgI5z,MY
155,156,Beautiful People (feat. Khalid),Ed Sheeran,49452,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,MY
156,157,Fine,TAEYEON,49325,https://open.spotify.com/track/6CdUgvL597jWmW4w8P5kHs,MY
157,158,Fireworks (I'm The One),ATEEZ,49238,https://open.spotify.com/track/0rNLaGUleZ91DXMxmZNq5v,MY
158,159,Closer,The Chainsmokers,48600,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,MY
159,160,The Business,Tiësto,48552,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN,MY
160,161,Falling,Trevor Daniel,48501,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7,MY
161,162,Play Date,Melanie Martinez,48313,https://open.spotify.com/track/4DpNNXFMMxQEKl7r0ykkWA,MY
162,163,Something Just Like This,The Chainsmokers,48128,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,MY
163,164,Black Mamba,aespa,47799,https://open.spotify.com/track/1t2qYCAjUAoGfeFeoBlK51,MY
164,165,Maria,Hwa Sa,47639,https://open.spotify.com/track/2kqnQCChvRpDRAasIwc4Rh,MY
165,166,What Am I,Why Don't We,47604,https://open.spotify.com/track/0TMGV2zMZXOILVtQLtkI3G,MY
166,167,cardigan,Taylor Swift,47489,https://open.spotify.com/track/4R2kfaDFhslZEMJqAFNpdd,MY
167,168,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,47311,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP,MY
168,169,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,SHAUN,47293,https://open.spotify.com/track/1ZLrDPgR7mvuTco3rQK8Pk,MY
169,170,Blank Space,Taylor Swift,47288,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g,MY
170,171,you were good to me,Jeremy Zucker,47053,https://open.spotify.com/track/4CxFN5zON70B3VOPBYbd6P,MY
171,172,All of Me,John Legend,46902,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,MY
172,173,Sumpah,Naim Daniel,46559,https://open.spotify.com/track/6JgWlZevrjV6nr6NiNf5Ji,MY
173,174,What You Know Bout Love,Pop Smoke,46417,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y,MY
174,175,everything i wanted,Billie Eilish,46414,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,MY
175,176,Telepathy,BTS,46153,https://open.spotify.com/track/2FVpOsjT1iquZ3SpCjZ9Ne,MY
176,177,Yellow,Coldplay,46119,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg,MY
177,178,What Other People Say,Sam Fischer,46055,https://open.spotify.com/track/2h9TDNEXRhcDIV3fsoEVq9,MY
178,179,emily,Jeremy Zucker,45977,https://open.spotify.com/track/1sTtlEZeVeeEnxEztJNkYN,MY
179,180,"thank u, next",Ariana Grande,45940,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,MY
180,181,Not Shy,ITZY,45898,https://open.spotify.com/track/4ecVWqbtW6phQGpZMAyqIU,MY
181,182,i'm so tired...,Lauv,45785,https://open.spotify.com/track/4vjpLMyL3ZO6aphdYr8XYw,MY
182,183,Strawberries & Cigarettes,Troye Sivan,45775,https://open.spotify.com/track/3afkJSKX0EAMsJXTZnDXXJ,MY
183,184,Whoopty,CJ,45226,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO,MY
184,185,Kisah Cinta Kita,Hafiz Suip,45117,https://open.spotify.com/track/0IrKOI4EEUtOcbBgJPoGfy,MY
185,186,Runaway,AURORA,45033,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6,MY
186,187,Cinta Luar Biasa,Andmesh,44818,https://open.spotify.com/track/1JxoK0EU5SHupbXjSwYaN7,MY
187,188,Prisoner (feat. Dua Lipa),Miley Cyrus,44419,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B,MY
188,189,Seribu Tahun,Imran Ajmain,44389,https://open.spotify.com/track/5dao4fg11b8udWiLFiXJFx,MY
189,190,WANNABE,ITZY,44271,https://open.spotify.com/track/6tCssnvTUREcperDOUTqvA,MY
190,191,I'm Yours,Jason Mraz,44092,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,MY
191,192,At My Worst (feat. Kehlani),Pink Sweat$,43601,https://open.spotify.com/track/5OdNjYTpLjuDDPCBNWonRX,MY
192,193,DDU-DU DDU-DU,BLACKPINK,43398,https://open.spotify.com/track/4lQsB3ERTWSNaAN1IkuNRl,MY
193,194,Peluang Kedua,Nabila Razali,43323,https://open.spotify.com/track/4kQWZBveVzSV5FW6iTrX7N,MY
194,195,Bad Liar,Imagine Dragons,43275,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,MY
195,196,pov,Ariana Grande,43090,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33,MY
196,197,Fly To My Room,BTS,43042,https://open.spotify.com/track/3QH8rQGNFX8VLbCgZ7uPTS,MY
197,198,Happier,Ed Sheeran,43030,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,MY
198,199,Dance Monkey,Tones And I,43010,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,MY
199,200,Blueberry Eyes (feat. SUGA of BTS),MAX,42971,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3,MY
0,1,Bandido,Myke Towers,220078,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb,CR
1,2,DÁKITI,Bad Bunny,203497,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49,CR
2,3,LA NOCHE DE ANOCHE,Bad Bunny,173267,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck,CR
3,4,Ella No Es Tuya - Remix,Rochy RD,172476,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y,CR
4,5,telepatía,Kali Uchis,170764,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B,CR
5,6,Hecha Pa' Mi,Boza,157898,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx,CR
6,7,BICHOTA,KAROL G,157583,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1,CR
7,8,911,Sech,131185,https://open.spotify.com/track/2TksvaRivgAEj780DgRB73,CR
8,9,Reloj,Rauw Alejandro,126174,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J,CR
9,10,No Te Enamores - Remix,Milly,121456,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt,CR
10,11,Hawái,Maluma,119990,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp,CR
11,12,Chica Ideal,Sebastian Yatra,116100,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61,CR
12,13,La Nota,Manuel Turizo,104713,https://open.spotify.com/track/7ndTONDDRFGiPnnhOzOXxq,CR
13,14,Machu Picchu,Camilo,102758,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf,CR
14,15,Hasta Abajo,Kevin Roldan,102511,https://open.spotify.com/track/4PEfJZpVjdclfzZ9XO8uDw,CR
15,16,La Tóxica,Farruko,100346,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,CR
16,17,Mi Niña,Wisin,99934,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi,CR
17,18,Aquí Abajo,Christian Nodal,97817,https://open.spotify.com/track/16ONd70tvWAaLIc6hcLzaG,CR
18,19,Dime Cómo Quieres,Christian Nodal,95550,https://open.spotify.com/track/4jcxBTrNvyqMJdMDyyjdYV,CR
19,20,Baila Conmigo (with Rauw Alejandro),Selena Gomez,94201,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h,CR
20,21,La Curiosidad,Jay Wheeler,93504,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz,CR
21,22,Fiel,Los Legendarios,92555,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs,CR
22,23,TE MUDASTE,Bad Bunny,87315,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY,CR
23,24,Además de Mí - Remix,Rusherking,86114,https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE,CR
24,25,Parce (feat. Justin Quiles),Maluma,84337,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ,CR
25,26,BOOKER T,Bad Bunny,83325,https://open.spotify.com/track/26w9NTiE9NGjW1ZvIOd1So,CR
26,27,Pa' Olvidarme De Ella,Piso 21,82771,https://open.spotify.com/track/1cVlW9WQiGlFdWUXFdFZGh,CR
27,28,Relación - Remix,Sech,82412,https://open.spotify.com/track/35UUpTmrcFXNIVIN26ujXl,CR
28,29,BEBÉ,Camilo,80878,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs,CR
29,30,De Los Besos Que Te Di,Christian Nodal,80654,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97,CR
30,31,LOCATION,KAROL G,79681,https://open.spotify.com/track/5Km4r87BoX2qqtoprYS1gh,CR
